,symbol,period,open_time,open,high,low,close,volume,feat_ret_high,feat_ret_low,feat_ret_close,ma20,ma20_slope,feat_z_score_ma20_slope,ma50,ma50_slope,feat_z_score_ma50_slope,ma100,ma100_slope,feat_z_score_ma100_slope,ma200,ma200_slope,feat_z_score_ma200_slope,log_open,log1p_volume,feat_z_score_log_open,feat_z_score_log1p_volume,label_close_short,label_close_long
10,BTC/USDT,4h,1719936000000,61945.0,62362.8,61800.0,61944.0,29330.932,0.6744692872709734,-0.23407861812898556,-0.0016143352974395953,62231.81,0.0006697200971987893,1.3147974571956489,61580.096,0.00022307636108176432,2.743990184970933,63225.558999999994,-0.000661572785927933,0.08043540692862962,65943.2345,-0.0004480407552246435,-0.7212315332098738,11.034002173549839,10.28639793780486,-0.9053832947690628,0.2101478481207458,-1.8953861868006232,-7.4273572302429445
11,BTC/USDT,4h,1719950400000,61944.0,62176.4,61870.8,62123.6,10240.937,0.37517757974945276,-0.1181712514529254,0.28993930001290913,62282.594999999994,0.0008160617536272508,1.4201574827430175,61606.10399999999,0.0004223442587683035,3.056262434808701,63184.30100000001,-0.0006525525539440302,0.10660882707745149,65911.0205,-0.000488511069319908,-0.810531551303118,11.03398603006656,9.234148398313522,-0.8916753951405122,-1.1943689178942187,-2.783324414833482,-7.138979300419157
12,BTC/USDT,4h,1719964800000,62123.5,62278.2,60600.0,60983.5,55575.397,0.24902009706471162,-2.4523730955274603,-1.8350543675098807,62278.94499999999,-5.8603852328253936e-05,0.6456107050320679,61639.88,0.0005482573609913999,3.190613121666019,63129.422,-0.0008685543581468114,-0.41052475696963153,65872.413,-0.0005857518167238229,-1.043608142158362,11.036879618238222,10.925495882306658,-0.7994870326267798,1.0929082336592593,-1.6410911427362616,-5.739561087878032
13,BTC/USDT,4h,1719979200000,60983.4,61179.4,60802.0,60859.9,23185.153,0.32139893807168196,-0.2974579967663371,-0.20251412679516134,62272.82000000001,-9.834784452411593e-05,0.6011225614220898,61651.606,0.00019023398488116072,2.3754066931955804,63071.117,-0.0009235788662852462,-0.5348955744423265,65834.7,-0.0005725158421022725,-0.9949080233665574,11.018356974973507,10.051267395898028,-1.2880555499864677,-0.09232320597162058,-1.1295927339014549,-5.698132610192725
14,BTC/USDT,4h,1719993600000,60859.8,60987.3,59515.1,60384.9,81025.116,0.20949789516231387,-2.209504467645318,-0.7803180424516665,62247.15499999999,-0.0004121380724370072,0.3196827475178438,61633.882000000005,-0.0002874864281717793,1.3854974739611583,63009.541000000005,-0.0009762947435986158,-0.6527333190286929,65793.7545,-0.0006219440507817531,-1.1057734559632135,11.016328137214868,11.30251445966562,-1.3236482686510227,1.5716159229741398,-1.548829701599335,-5.353926407682635
15,BTC/USDT,4h,1720008000000,60384.9,60700.0,59756.5,60176.1,66329.351,0.5218191965209895,-1.040657515372223,-0.34578180969083716,62179.280000000006,-0.0010904112806437993,-0.2762172249182592,61624.187999999995,-0.00015728361877331842,1.6384766692430985,62944.765999999996,-0.0010280189154212582,-0.7674419827369603,65753.5045,-0.0006117601937429828,-1.0634252351071138,11.008494352667697,11.102387778060457,-1.5149111711667682,1.2819119914269077,-2.328238412818962,-5.1216234957830595
16,BTC/USDT,4h,1720022400000,60176.1,60653.0,59645.6,59661.2,38404.269,0.7925073243364,-0.881579231621854,-0.8556553183074356,62084.56,-0.0015233370344591712,-0.651680023226891,61593.998,-0.0004899050353409651,0.9657043945002478,62879.378,-0.0010388155228029383,-0.7812258469935542,65709.8715,-0.0006635844025622006,-1.1802923914033812,11.005030542500814,10.555923904271683,-1.5844608287640567,0.5491379741534181,-2.2236325457165966,-4.374119469095662
17,BTC/USDT,4h,1720036800000,59661.2,60361.7,59299.3,60208.0,30783.979,1.1741299202832067,-0.6065918888657817,0.9165085516214866,62008.840000000004,-0.001219626908848137,-0.37674098766709435,61562.638,-0.0005091405172302776,0.9557603392503645,62819.985,-0.0009445545087929386,-0.5350162139546686,65674.648,-0.000536045790319184,-0.8371926600704053,10.996437171845672,10.334749671292643,-1.7904943351795493,0.27179559658630437,-3.280389146417267,-5.101650837886841
18,BTC/USDT,4h,1720051200000,60208.0,60500.0,57611.0,59092.4,99276.085,0.48498538400212343,-4.313380281690138,-1.8529099123040127,61862.619999999995,-0.0023580508843579207,-1.36012023334475,61505.328,-0.0009309217710911089,0.0901950283561681,62752.99100000001,-0.0010664440623472382,-0.8309000539639614,65631.5105,-0.0006568364096903867,-1.1371426507357636,11.005560512833219,11.505659985176697,-1.5328272461071062,1.8656547278947229,-1.5425923439262292,-2.9754043005475026
19,BTC/USDT,4h,1720065600000,59092.4,59131.7,58086.4,58214.0,46231.188,0.0665060143097751,-1.7024185851310825,-1.4864855717486525,61635.02,-0.0036791199596784008,-2.4338762332301735,61434.052,-0.001158858952837405,-0.3767443826939957,62681.712,-0.0011358661772792322,-0.9945413549307843,65584.69099999999,-0.0007133692283375348,-1.2727552712158687,10.98685759952439,10.741409914251054,-2.0142956778179997,0.8220772336738739,-1.3529249389961133,-1.261999578398615
20,BTC/USDT,4h,1720080000000,58214.0,58484.5,56917.5,57748.4,97863.329,0.4646648572508294,-2.227127495104275,-0.7998076064177018,61351.62000000001,-0.004598035337702311,-3.0800194051631067,61350.81199999999,-0.0013549488807935717,-0.7760941242160712,62592.582,-0.001421945846022843,-1.7008389958816805,65534.6835,-0.000762487392065192,-1.3877030089638065,10.971881154620236,11.491327182249393,-2.378124984518296,1.8069974571654674,-2.622203825032016,-0.7030589256499432
21,BTC/USDT,4h,1720094400000,57748.4,58350.0,56750.0,58137.6,110723.819,1.041760464359176,-1.7288790685109912,0.6739580663706723,61095.225,-0.004179107250957825,-2.644604701589879,61279.458,-0.0011630489911036435,-0.37097561696577414,62509.237,-0.001331547562616997,-1.443184784553686,65486.982,-0.0007278817482958555,-1.2818903377188222,10.963850922372526,11.614794262669943,-2.5283660747357923,1.9263969912855299,-4.795776695820921,-1.928901727947895
22,BTC/USDT,4h,1720108800000,58137.5,58653.4,57735.7,58267.0,42553.649,0.8873790582670349,-0.6911201892066288,0.2227477961728619,60875.67999999999,-0.0035934886891734186,-2.1259769787783194,61216.25399999999,-0.0010314059892632121,-0.0953664683399232,62437.15800000001,-0.0011530935819932253,-0.972857602261713,65439.797,-0.00072052488233465,-1.250027184631178,10.970566173532353,10.658520888256364,-2.294516120979751,0.6605831404459868,-4.696545922277386,-2.1902434678973974
23,BTC/USDT,4h,1720123200000,58266.9,58800.0,56560.0,57045.9,49008.207,0.9149276862163491,-2.9294505113537928,-2.0955293657290874,60571.98,-0.00498885597663945,-3.089565896758401,61128.108,-0.0014399116940411183,-0.943856217720797,62351.153,-0.0013774650024911406,-1.5194599537852844,65386.3855,-0.000816192935317317,-1.4924052832031505,10.972789458104103,10.799743052863832,-2.1896652778547017,0.8636085607628635,-1.7550080058530098,-0.6084273791476644
24,BTC/USDT,4h,1720137600000,57045.9,57533.4,54918.3,55214.6,163719.762,0.8545750001314634,-3.7296282467276343,-3.2102219440836244,60172.329999999994,-0.006597935216910655,-4.011055884995001,61012.58,-0.0018899325331646066,-1.84665619842586,62249.907,-0.001623803171691085,-2.098987225785218,65323.56,-0.0009608345761825676,-1.8627089655128461,10.951611485924158,12.005911476903842,-2.6647960258118983,2.4017371498396733,1.5045882584348094,3.005991624457299
25,BTC/USDT,4h,1720152000000,55214.7,55350.0,53329.5,54389.4,128635.582,0.24504343951883278,-3.4143081462001956,-1.494710647707942,59747.62000000001,-0.007058227593978561,-4.0407167038820875,60883.166,-0.00212110354946482,-2.2685164281789922,62147.032999999996,-0.0016525968464499163,-2.1262887092170697,65256.511,-0.0010264137471993617,-2.009550561188887,10.918984501160304,11.764738739917556,-3.3473037202019134,2.036260025615347,3.7013589379649634,3.6809958917806584
26,BTC/USDT,4h,1720166400000,54389.4,55629.7,53870.4,55458.9,78963.666,2.280407579418031,-0.9542300521792835,1.9663758011671417,59364.77999999999,-0.006407619249101826,-3.4221578572395055,60771.802,-0.0018291427223083856,-1.6559975279639536,62057.622,-0.0014387010237478792,-1.5641527589281055,65194.675,-0.0009475836058718823,-1.7685777309038535,10.903924560916558,11.276743101601019,-3.5281709218592554,1.3856441303483784,1.8061602354551343,1.228643178009286
27,BTC/USDT,4h,1720180800000,55459.0,56663.5,54822.9,56637.5,106044.317,2.171874718260347,-1.146973439838439,2.124993238248085,59065.759999999995,-0.00503699331489138,-2.4790298817818837,60688.824,-0.0013654029873920726,-0.7259599176341941,61972.497,-0.0013717090223018813,-1.3759248902834949,65139.1475,-0.0008517183343579315,-1.4890944135351631,10.923399287993865,11.571612370626722,-2.9417028388073008,1.725409530601255,-0.1761194252132364,-0.36223396540369346
28,BTC/USDT,4h,1720195200000,56637.5,57000.0,55781.8,56446.2,83444.612,0.6400353122930857,-1.5108364599426105,-0.337762083425297,58746.90499999999,-0.005398305211005594,-2.6083804057013618,60593.977999999996,-0.0015628248126872135,-1.10906155135311,61883.18800000001,-0.0014411070123573344,-1.5257687999732132,65079.958,-0.0009086624905553231,-1.6305140754958474,10.944426588975393,11.331938361397384,-2.383584705437295,1.3988865977171603,0.34442886488352153,1.060429037324281
29,BTC/USDT,4h,1720209600000,56446.1,56847.0,56300.0,56604.9,16385.656,0.7102350738137808,-0.258830990980774,0.28133033105919303,58479.9,-0.00454500539219882,-2.0427426904914237,60494.666,-0.0016389747509232278,-1.2508096238332234,61796.287000000004,-0.0014042747765354857,-1.4107192971699454,65022.0335,-0.0008900512812254346,-1.5615162959517297,10.941041479502925,9.70416159695033,-2.3963772814546473,-0.6284486633970134,0.6938465076391794,-0.31547542747583723
30,BTC/USDT,4h,1720224000000,56604.9,56975.0,56157.3,56388.3,30655.656,0.6538303221099273,-0.790744264189136,-0.3826523852175301,58202.115000000005,-0.0047500936219110335,-2.10882277572136,60393.514,-0.0016720813038292315,-1.3157177602299033,61708.350999999995,-0.0014229981163756955,-1.4319597664429733,64965.1485,-0.0008748572897215867,-1.4996546283881598,10.94385083288226,10.330572459413265,-2.2715666422029,0.16894686066383263,1.8554505531920473,0.6737572317135403
31,BTC/USDT,4h,1720238400000,56388.4,56660.0,56000.0,56571.1,26523.01,0.4816593483766063,-0.6887941491512506,0.3240028090883973,57924.490000000005,-0.004770015660083837,-2.0661655956930174,60291.296,-0.0016925327444931026,-1.350007611577947,61625.112,-0.0013489098096300944,-1.2291012329638624,64908.974500000004,-0.000864679005543989,-1.454034868938188,10.940018742573537,10.1857679371051,-2.2914251849020926,-0.011723972252355542,2.20637763343099,0.5515494996874599
32,BTC/USDT,4h,1720252800000,56571.1,56850.0,56412.5,56713.2,17676.392,0.4930079139348509,-0.2803551636789803,0.25118832760897547,57710.975,-0.003686092013930664,-1.421718165014954,60189.5,-0.001688402916401155,-1.3267435099886888,61543.73100000001,-0.0013205817784152085,-1.1424835202430672,64850.361,-0.000903010723116715,-1.5465385964284584,10.94325353308363,9.77998524296784,-2.1645158084184777,-0.5327556593949855,2.013182358705401,0.6864829158227737
33,BTC/USDT,4h,1720267200000,56713.2,57420.0,56475.7,57285.4,38884.253,1.2462707094644587,-0.41877375990069243,1.0089361912217987,57532.25,-0.0030968979470542557,-1.0726559389478587,60108.85,-0.0013399347062195144,-0.6445735092365451,61467.248999999996,-0.0012427260869187773,-0.9341937723012667,64792.038499999995,-0.0008993396351333338,-1.5193214412187692,10.945762266853947,10.568344640452041,-2.0614200733255625,0.4609645980539904,0.5459743114786292,-0.3694243700652103
34,BTC/USDT,4h,1720281600000,57285.4,58089.9,57150.0,57834.8,37978.044,1.4043717945584788,-0.23636039898473626,0.9590576307401122,57404.74500000001,-0.002216235241972786,-0.5680448806603788,60032.11600000001,-0.0012765840637442016,-0.5224568684940591,61394.03699999999,-0.0011910733145061858,-0.7918402584907627,64735.585,-0.0008713030382582199,-1.4256997181225226,10.955801070934054,10.544763482250175,-1.808343237052382,0.42056310403863834,-0.38702554994278243,-1.1512701789506508
35,BTC/USDT,4h,1720296000000,57834.9,58472.0,57792.2,58216.0,26862.667,1.1015839916728387,-0.07383085299706993,0.6589446856482883,57306.740000000005,-0.0017072630494222585,-0.27681162505641005,59975.638,-0.0009407964230347954,0.12989510346834313,61317.883,-0.0012404136251862319,-0.9050562858088381,64678.415,-0.0008831309703928314,-1.444465948462606,10.965347678671208,10.198492757776485,-1.5766332535567258,-0.029378096252254328,-1.904908271452901,-1.87466087092781
36,BTC/USDT,4h,1720310400000,58216.0,58443.0,57820.0,57943.9,38936.027,0.3899271677889171,-0.680225367596532,-0.4673972790985248,57220.875,-0.0014983403348367563,-0.15764747302791732,59931.872,-0.0007297296278865328,0.5340266757833089,61235.822,-0.0013382882119397088,-1.1409721894801634,64621.84849999999,-0.0008745808010293121,-1.402770052885185,10.971915510026923,10.569675244958704,-1.4137764180921661,0.4355810867872281,-1.3369168717785103,-1.1648629901894973
37,BTC/USDT,4h,1720324800000,57944.0,57990.3,57041.7,57344.4,37722.788,0.07990473560679501,-1.55719315200884,-1.0347922131713316,57077.69499999999,-0.0025022336690937452,-0.7252942520835696,59870.164,-0.0010296357837780157,-0.06601219126453843,61161.322,-0.001216608148086884,-0.814056638230745,64564.3135,-0.0008903335533646528,-1.432592572706621,10.967232305875163,10.538019647059437,-1.4884261075907246,0.38483908182220666,-1.7560188466947384,0.011672501782829109
38,BTC/USDT,4h,1720339200000,57344.5,57899.9,57331.2,57436.9,23278.542,0.96853229167575,-0.023193157146728094,0.16113140754563382,56994.920000000006,-0.0014502162359567583,-0.1293232288149996,59803.7,-0.0011101355927469747,-0.22293066597034328,61085.362,-0.0012419613820643383,-0.8676251468613139,64505.5025,-0.0009108901932333158,-1.4760574044399803,10.956832215604624,10.055287271018125,-1.6787677285330491,-0.2556786068459895,-3.0192909872860914,-0.04985245123177991
39,BTC/USDT,4h,1720353600000,57436.9,57600.0,56555.1,56806.2,42475.284,0.283963793310571,-1.5352499873774628,-1.0980745827160021,56924.530000000006,-0.0012350223493602375,-0.009026027598362341,59718.828,-0.001419176405473177,-0.8262885848248616,61004.884000000005,-0.001317467841149833,-1.0515417392263113,64444.26,-0.0009494151293527597,-1.5738451193606884,10.958442232906377,10.65667763280383,-1.6160206346448382,0.5214506693148437,-1.4897107534040932,1.7331146038555276
40,BTC/USDT,4h,1720368000000,56806.2,57372.2,56723.0,57133.9,22235.384,0.9963701145297543,-0.14646288609341251,0.5768736511155614,56893.80499999999,-0.0005397497353076819,0.3826451056451624,59639.28599999999,-0.0013319417454075166,-0.6457078937462157,60931.489,-0.0012031003943882013,-0.7361410339166062,64384.9655,-0.0009200897023257104,-1.472064050215195,10.947400753681855,10.00944017286538,-1.8137360272604932,-0.3346097033655058,-0.991456229251753,0.8409486562722903
41,BTC/USDT,4h,1720382400000,57133.9,57301.8,55688.0,55830.9,45713.956,0.2938710642893305,-2.530721690625004,-2.280607485223307,56778.47000000001,-0.002027197864512442,-0.4515067601462733,59533.746,-0.0017696388920550588,-1.4840811870563686,60848.00399999999,-0.0013701454103641764,-1.1677248081783806,64311.66,-0.0011385499616365369,-2.1170585877306016,10.953152914748241,10.730158913194586,-1.6643755475384208,0.6080891649757066,0.011358537609739594,2.6429233746767467
42,BTC/USDT,4h,1720396800000,55831.0,55999.0,54243.1,55136.6,97328.846,0.3009080976518419,-2.8441188586985744,-1.2437534702942843,56621.95,-0.002756678719944561,-0.8526663762641254,59415.348,-0.0019887544116575784,-1.8702584691546866,60761.915,-0.0014148204434116796,-1.2713172697962665,64235.047999999995,-0.0011912614291095247,-2.25184031043764,10.930084549661103,11.48585068877982,-2.1015484452609545,1.5817121401640282,2.275980309126105,3.8630406483320434
43,BTC/USDT,4h,1720411200000,55136.6,55878.0,54935.3,55828.4,40128.204,1.3446603526514167,-0.3650932411501495,1.2547019584087549,56561.075,-0.001075113096599467,0.09930080160019085,59312.268,-0.0017349052638722107,-1.3565969523404187,60683.03,-0.0012982638878317188,-0.9442577742094254,64161.29,-0.0011482516522755004,-2.100304322722768,10.917569021450685,10.599834707711727,-2.3032800702523115,0.40267207707132396,1.4445961981744482,3.0138652215776096
44,BTC/USDT,4h,1720425600000,55828.4,58200.0,55715.2,57137.3,124398.512,4.248017138230709,-0.2027641845369077,2.3445056637840356,56657.21000000001,0.0016996671297355714,1.6398071559573013,59237.05,-0.0012681693439878794,-0.45566785666850257,60612.328,-0.0011651033246031783,-0.5678741800223722,64092.0065,-0.0010798333387622705,-1.8749646969833211,10.930037979466377,11.731245497800886,-2.0066666835250624,1.8580585884936924,-0.567840833776736,0.5709172009332397
45,BTC/USDT,4h,1720440000000,57137.3,57629.3,54890.0,55736.8,131119.632,0.8610837403937532,-3.9331574995668417,-2.451113370775304,56724.579999999994,0.0011890807895409417,1.3385795274201926,59121.113999999994,-0.001957153504437037,-1.7411801695393005,60528.456000000006,-0.001383744904171924,-1.1628592566650866,64014.47,-0.0012097686472025693,-2.262488888192341,10.953212422305718,11.78386540682439,-1.5097449808207914,1.8832884263671044,2.1758478193529407,3.686482594007349
46,BTC/USDT,4h,1720454400000,55736.8,56550.0,55400.5,56462.3,44260.458,1.4590001578849154,-0.6033715606206358,1.3016534856683526,56774.75,0.0008844490342636568,1.1566779619965986,59019.24800000001,-0.0017230054223942304,-1.2788540661220162,60450.107,-0.001294415968581819,-0.9005161006997251,63941.7395,-0.0011361571844615836,-2.010842930410627,10.928395889987167,10.697846961495468,-1.9745711886990693,0.48414910596727045,1.3560546141582224,2.9769971629640852
47,BTC/USDT,4h,1720468800000,56462.9,56955.0,56175.4,56686.4,26871.305,0.8715457406544891,-0.5091839066006187,0.3958351413051675,56777.19500000001,4.3064918824109455e-05,0.6854108939264719,58918.528,-0.001706561899941672,-1.2330154083691853,60372.07,-0.0012909323717161802,-0.87855118784473,63867.046,-0.00116814932756093,-2.089596849646197,10.941339064285785,10.198814267605478,-1.6820929090549486,-0.1515930427604877,1.1705352530184616,1.6357842532560953
48,BTC/USDT,4h,1720483200000,56686.4,57350.0,56256.2,57139.5,45966.233,1.1706511614778758,-0.7589121905783425,0.799309887380395,56811.86000000001,0.0006105444272124227,0.9915360251506494,58820.982,-0.0016556082324391541,-1.1205338721604454,60301.015,-0.0011769515274199227,-0.5401612529742955,63796.1695,-0.0011097507155723996,-1.8932615283773313,10.945289602038569,10.735662340696045,-1.5744056705272031,0.5483183181378685,0.8562350566884618,0.8578122493199012
49,BTC/USDT,4h,1720497600000,57139.5,57744.8,57000.0,57102.5,36022.582,1.0593372360626185,-0.2441393431864114,-0.06475380428599964,56836.740000000005,0.0004379367265918699,0.8939410798360854,58707.712,-0.0019256733932120351,-1.5933807057368867,60229.206,-0.0011908423100340793,-0.57005898080311,63726.01550000001,-0.0010996584990889957,-1.838655431348394,10.953250925308957,10.491901298559554,-1.3951833005938377,0.22983720059132665,1.2804815865955597,0.9393770499556093
50,BTC/USDT,4h,1720512000000,57102.5,57899.9,57000.0,57407.1,42043.643,1.3964362330896263,-0.17950177312726634,0.5334267326299269,56887.67999999999,0.000896251262827219,1.1375366376433764,58587.526000000005,-0.0020471927095369047,-1.7845339101553523,60160.568,-0.0011396132301660922,-0.40376187974235006,63657.612,-0.0010733999209476819,-1.7241187764708295,10.95260317752279,10.646463476802639,-1.388876475595537,0.44077538352190826,1.0213506775168346,0.08127659919692343
51,BTC/USDT,4h,1720526400000,57407.1,58159.6,56862.9,57445.3,74279.844,1.3108134708076147,-0.9479663665295734,0.06654229180711457,56931.39,0.0007683561713187625,1.0592629248577319,58471.122,-0.0019868393145667795,-1.6456114954080032,60092.621,-0.0011294275014158695,-0.35951489257102237,63589.45199999999,-0.00107072819508236,-1.6885762891622182,10.957923268038053,11.215594915302885,-1.261996814149519,1.1675586107391465,1.9580458097075684,0.16519607001374087
52,BTC/USDT,4h,1720540800000,57445.3,58290.6,57318.3,57837.7,40891.309,1.4714867883012017,-0.22107987946794472,0.6830846039623584,56987.615000000005,0.0009875922579793972,1.1655622775307206,58374.71800000001,-0.0016487455123572747,-1.0266683955734202,60027.108,-0.0010902004091317696,-0.2237506575927455,63522.5445,-0.001052179219911964,-1.6034621694314926,10.958588469660459,10.618672825563337,-1.2303847014319231,0.38814484425618395,1.001345034532301,-0.4498434663730253
53,BTC/USDT,4h,1720555200000,57837.7,58256.0,57684.6,58023.2,18033.437,0.7232306955498036,-0.2647062383186016,0.3207250634101877,57024.50499999999,0.0006473336355625747,0.9701565820853396,58272.78399999999,-0.001746201155096161,-1.191526545895164,59963.44,-0.0010606541297975003,-0.11716825520258217,63455.988999999994,-0.0010477461273612487,-1.563690480071543,10.9653960911734,9.799982924763619,-1.0760270053350949,-0.661175552472528,-0.05151303447963029,-0.0008530040055459986
54,BTC/USDT,4h,1720569600000,58023.1,58190.0,57315.9,58157.7,27261.073,0.2876440590040996,-1.2188249162833342,0.23197657484690382,57040.65,0.0002831238955955939,0.7643935456349277,58171.78600000001,-0.0017331933205728678,-1.1620285450766135,59901.91,-0.0010261252523203757,0.006256006738651163,63394.147000000004,-0.000974565221889323,-1.302965576900178,10.968596486099846,10.213215066178,-0.995336460919531,-0.11477961878520561,-0.6360098120698757,-0.7568714152811927
55,BTC/USDT,4h,1720584000000,58157.6,59449.6,58153.3,58948.1,69642.36,2.221549720070981,-0.007393702628710752,1.3592376576750054,57077.25499999999,0.0006417353238434842,0.9479797764099278,58093.07600000001,-0.0013530614308455702,-0.48590378832835796,59850.672999999995,-0.0008553483519976313,0.5791309237860788,63334.7375,-0.0009371448755356449,-1.1648792558149221,10.970911845881405,11.151128281877709,-0.9333548601789875,1.1016316232857055,-1.991771687880157,-1.9667992966970325
56,BTC/USDT,4h,1720598400000,58948.0,59013.9,58288.0,58469.4,39133.753,0.1117934450702407,-1.11963086109792,-0.8119020153355527,57103.530000000006,0.0004603409887180554,0.8440469605896526,58000.15,-0.0015996054331846032,-0.918596393350511,59794.08,-0.0009455699854868937,0.3009764666631239,63271.92,-0.0009918332731703172,-1.3319298678678273,10.984410978333154,10.574740621670964,-0.6452559622181563,0.3494922162724043,-1.5652733179690022,-1.2778057646653826
57,BTC/USDT,4h,1720612800000,58469.4,58544.5,57416.5,57658.0,68439.925,0.12844325407819213,-1.8007710015837342,-1.3877344388688817,57119.21000000001,0.00027458897900012325,0.7389807185566833,57900.952000000005,-0.001710305921622579,-1.1049177589766068,59738.710999999996,-0.0009259946804098806,0.38551400670105745,63204.47050000001,-0.0010660258136624412,-1.5620487743972231,10.976258819444412,11.13371163215515,-0.8000063575920505,1.063898087539995,0.46107091597488725,0.3942863582199414
