,symbol,period,open_time,open,high,low,close,volume,ret_high,ret_low,ret_close,ma20,ma50,ma100,ma200,log_open,log1p_volume,z_score_log_open,z_score_log1p_volume,label_mean_close
222,BTC/USDT,4h,1581033600000,9777.97,9867.3,9762.0,9788.14,25525.682,0.9135843124902232,-0.1633263346072833,0.10400931890770515,9476.7505,9418.9956,9053.4133,8674.5011,9.187887175021796,10.147440361578958,1.8558391854226666,0.1914354445217891,-0.01150803128131539
223,BTC/USDT,4h,1581048000000,9788.15,9829.0,9743.21,9804.63,18909.754,0.4173413770732992,-0.45912659695652724,0.16836685175440902,9501.95,9428.868199999999,9064.9518,8686.770700000001,9.188927749332755,9.847433152577933,1.8368263896987445,-0.44903004614885916,0.042937980617413496
224,BTC/USDT,4h,1581062400000,9804.5,9900.0,9772.08,9819.12,27831.794,0.9740425314906487,-0.3306644907950407,0.14911520220308727,9528.206,9439.5018,9077.777900000001,8698.490549999999,9.190596742939572,10.233934315252217,1.8313004601116871,0.3744298144880687,-0.23666583683502052
225,BTC/USDT,4h,1581076800000,9818.8,9855.35,9743.34,9809.9,28806.611,0.3722450808652855,-0.7685256854197964,-0.09064244103148544,9554.501,9447.74,9088.452599999999,8710.22515,9.192054194288865,10.268360188392897,1.8212498224080969,0.46016427475352195,-0.07776061236452747
226,BTC/USDT,4h,1581091200000,9810.47,9847.16,9773.0,9783.7,14585.211,0.3739881983228166,-0.3819388877393193,-0.2728717380512724,9583.998000000001,9456.41,9099.0625,8722.03125,9.191205461707364,9.587763349115244,1.7660832342504253,-0.9871617702801153,0.10959003599151362
227,BTC/USDT,4h,1581105600000,9783.74,9840.0,9736.66,9821.52,14081.715,0.5750357225355662,-0.4812065733553861,0.38615089934932456,9614.646499999999,9464.990199999998,9109.8277,8733.820899999999,9.188477103015549,9.552632426271805,1.6756769617732767,-1.0463101742724081,0.045798369668614836
228,BTC/USDT,4h,1581120000000,9821.52,9837.31,9680.55,9726.32,19826.611,0.1607694124738268,-1.4353175475893876,-0.9693000676066488,9641.6125,9469.208999999999,9120.4776,8745.24335,9.192331175521085,9.894780304235598,1.7186781261148063,-0.30146290977318785,0.3704828570707974
229,BTC/USDT,4h,1581134400000,9726.99,9810.39,9711.57,9780.0,15648.63,0.8574080984970589,-0.1585279721681654,0.5449784568504867,9670.695000000002,9474.2956,9131.7038,8757.37155,9.182659774802705,9.658138652200353,1.4950856533869037,-0.8080539223238177,0.3250129584526862
230,BTC/USDT,4h,1581148800000,9779.01,9870.57,9779.01,9825.61,24393.053,0.9362910969515248,0.0,0.47653085537289197,9699.8755,9481.7044,9143.2433,8768.80635,9.1879935309112,10.102053657628066,1.5727190579595831,0.14498861212554387,0.5912492448911122
231,BTC/USDT,4h,1581163200000,9825.61,9890.0,9765.0,9838.48,28622.988,0.6553282696952101,-0.6168573757761697,0.1309842340577294,9727.9495,9490.8598,9154.7824,8780.472,9.192747521324169,10.261965450176602,1.6353708875717006,0.4842927090304365,0.7496852997032122
232,BTC/USDT,4h,1581177600000,9837.97,9898.57,9822.24,9870.38,20355.99,0.6159807358631975,-0.15989070916052617,0.3294378820020816,9750.318500000001,9501.4962,9167.4849,8792.1239,9.19400466795035,9.921130496452953,1.627696338186364,-0.2532620437006958,0.651985561344845
233,BTC/USDT,4h,1581192000000,9870.59,9956.0,9838.06,9906.43,20419.997,0.8652978190766714,-0.32956489936265543,0.3630988623780418,9770.6265,9512.6798,9180.709200000001,8804.07645,9.197314907743278,9.924269944803857,1.6587797802664905,-0.2449104653408364,0.5032422775961776
234,BTC/USDT,4h,1581206400000,9906.09,10062.0,9892.15,10058.79,29706.042,1.573880309991127,-0.14072151575446057,1.541476001126596,9789.5,9527.518399999999,9196.959,8816.68095,9.200904998509698,10.299105738444265,1.6932706364204018,0.5557401166933775,0.08032504341722868
235,BTC/USDT,4h,1581220800000,10059.78,10184.34,10058.5,10136.71,30012.907,1.238198052044881,-0.012723936308756123,0.7647284533061294,9814.8355,9542.9624,9214.6577,8828.57755,9.21630057462733,10.309382801453802,1.9407009858483426,0.5671844829983487,0.07527603830056462
236,BTC/USDT,4h,1581235200000,10136.72,10162.0,10070.0,10130.5,25358.31,0.24939033533530885,-0.658201074903908,-0.06136107143138725,9839.157000000001,9556.7412,9232.169300000001,8839.7371,9.223919753416622,10.140861765952044,2.03216384088695,0.21709506454583052,-0.05779965588487146
237,BTC/USDT,4h,1581249600000,10130.49,10161.5,10026.0,10107.0,26655.168,0.30610562766459903,-1.0314407299153339,-0.23187427261662785,9862.457,9570.1896,9249.1433,8850.8388,9.22330496724761,10.190738331994455,1.9751797954414894,0.3217047122922309,-0.2982585058487003
238,BTC/USDT,4h,1581264000000,10107.0,10138.43,10071.01,10091.82,15690.33,0.31097259325221227,-0.35608983872563726,-0.15019293558919955,9881.628,9584.7284,9266.761499999999,8861.7986,9.220983532074662,9.660799878010678,1.8903431713087508,-0.8250040164796093,-0.6571025092429655
239,BTC/USDT,4h,1581278400000,10092.24,10182.59,10070.0,10167.38,15984.256,0.8952422851616681,-0.22036733173209644,0.7445324328394731,9899.9905,9601.260400000001,9284.9849,8873.78995,9.219522090691022,9.679359516776096,1.823395898514103,-0.7712275442379803,-0.7258265045721773
240,BTC/USDT,4h,1581292800000,10167.37,10213.56,10080.0,10107.01,29463.163,0.45429644047574325,-0.8593176013069304,-0.5936638481731316,9917.578,9615.9114,9301.8894,8883.936450000001,9.226938851862414,10.290896050173204,1.9112527302373834,0.5776372684689209,-0.6557879900831148
241,BTC/USDT,4h,1581307200000,10106.31,10125.0,9750.0,9985.67,54582.417,0.1849339669968586,-3.5256191428919115,-1.1937096724719432,9927.9555,9627.77,9316.654,8893.10235,9.220915260228017,10.907467076902213,1.7676755770800228,1.9276524051113189,-0.2964455562867535
242,BTC/USDT,4h,1581321600000,9985.69,9997.0,9771.31,9827.36,41869.003,0.11326207803366017,-2.146872174081116,-1.5855689491662606,9929.9165,9638.8298,9329.8876,8900.72605,9.208908347117852,10.64230104693126,1.5295154301308427,1.323035479476131,-0.19481610995687737
243,BTC/USDT,4h,1581336000000,9826.75,9931.89,9782.1,9872.9,25417.98,1.0699366525046328,-0.4543719948100766,0.4696364515226259,9933.33,9648.704,9344.197,8908.5832,9.19286353792485,10.143212076597738,1.2313442445004288,0.2203064962961222,-0.3113020749030776
244,BTC/USDT,4h,1581350400000,9872.1,9902.34,9808.35,9841.15,19719.008,0.3063178047223891,-0.6457592609475205,-0.3135097902168815,9934.4315,9656.6696,9359.612000000001,8916.11255,9.197467875753508,9.88933832263169,1.2892501731445924,-0.34274439626403735,-0.0722515337584495
245,BTC/USDT,4h,1581364800000,9841.58,9908.0,9825.88,9865.56,13191.166,0.6748916332540045,-0.15952723038374916,0.24366006271350216,9937.2145,9664.8238,9375.0759,8923.9084,9.19437154626215,9.487302642107544,1.216217568745589,-1.2099778864230046,0.8703673904525588
246,BTC/USDT,4h,1581379200000,9865.56,9874.77,9733.0,9749.24,29333.418,0.09335506550058881,-1.3436642217978467,-1.179051163846756,9935.4915,9670.8086,9389.3782,8932.82935,9.196805183191234,10.286482691151704,1.2376647156937732,0.5396032380171765,1.3674106567549915
247,BTC/USDT,4h,1581393600000,9749.25,9796.04,9729.36,9749.61,16482.482,0.47993435392466033,-0.2040156935148807,0.0036925917378249906,9931.895999999999,9679.0368,9403.51,8941.278199999999,9.184945637956238,9.710053398919515,1.018266424173825,-0.7270924417332045,1.224591314914364
248,BTC/USDT,4h,1581408000000,9749.61,9823.0,9742.22,9812.27,17343.489,0.7527480586402957,-0.0757979037110279,0.6426923743616308,9936.1935,9687.360999999999,9417.9782,8950.55265,9.184982563191872,9.760972441166965,1.0031125452756708,-0.624609253222329,1.182726831453823
249,BTC/USDT,4h,1581422400000,9810.58,10240.0,9799.88,10204.39,58016.492,4.377111241129472,-0.10906592678516791,4.0141357595575355,9957.412999999999,9703.989,9436.5757,8961.8058,9.19121667415522,10.968482593937814,1.092640490541389,2.017408473677041,0.4049608382070302
250,BTC/USDT,4h,1581436800000,10204.89,10409.96,10204.38,10287.46,52346.922,2.0095268052864768,-0.004997604089806984,0.8091219013629747,9980.5055,9722.6038,9455.735499999999,8973.83545,9.230622296155964,10.865648418008492,1.7324852195651008,1.7532945099984583,0.18156533513714324
251,BTC/USDT,4h,1581451200000,10287.45,10300.0,10201.75,10229.06,16597.012,0.12199330251907448,-0.8330538666044607,-0.5675847756246855,10000.0345,9741.5218,9474.1624,8985.433799999999,9.238679984706199,9.71697795814269,1.830013312481721,-0.7957529283522669,0.24422796180528505
252,BTC/USDT,4h,1581465600000,10230.74,10340.04,10229.71,10279.36,25458.441,1.0683489170871363,-0.010067697937787834,0.4752344405194675,10020.483499999998,9760.486799999999,9492.1382,8997.2239,9.233152192595416,10.144802636929413,1.7029900153034212,0.16050409233053609,0.12181299015050495
253,BTC/USDT,4h,1581480000000,10279.36,10479.98,10269.93,10372.19,33349.789,1.9516779254739491,-0.09173722877688917,0.9030717865703641,10043.771499999999,9781.917800000001,9511.2528,9009.991899999999,9.237893280261781,10.414806724487173,1.7488302024663234,0.7709602940955232,-0.07510155019255227
254,BTC/USDT,4h,1581494400000,10371.76,10387.66,10235.52,10363.0,32234.992,0.1533008862526719,-1.3135668391864086,-0.08446011091657324,10058.982,9803.2978,9529.2324,9022.714249999999,9.24684200716986,10.380807849567242,1.8563500114975264,0.6831893189107054,0.08122127974246884
255,BTC/USDT,4h,1581508800000,10361.77,10437.0,10259.64,10328.93,32675.47,0.7260342586256963,-0.9856424143751652,-0.3169342689521182,10068.592999999999,9824.1964,9546.409599999999,9035.59705,9.245878350641224,10.394379922474664,1.801849731137712,0.7030854502864234,0.045931827420675475
256,BTC/USDT,4h,1581523200000,10328.97,10390.0,10311.91,10327.48,15792.888,0.5908623996390805,-0.1651665170873673,-0.014425446099652905,10078.442,9846.870799999999,9563.0135,9048.02935,9.242707847558616,9.667314991095399,1.7149475601313433,-0.9424104985407518,-0.3916493668642357
257,BTC/USDT,4h,1581537600000,10328.07,10432.0,10317.26,10339.99,20162.678,1.006286750573926,-0.10466621546909582,0.11541362519813525,10090.091499999999,9869.499600000001,9579.8534,9059.395900000001,9.242620710195222,9.9115885506648,1.680852467550225,-0.3992844171298208,-0.17598824100256427
258,BTC/USDT,4h,1581552000000,10339.64,10456.91,10327.18,10395.56,19215.291,1.1341787528385883,-0.12050709695887729,0.5408312088235112,10105.278499999999,9893.6708,9596.4324,9071.052,9.243740331208738,9.863461647302692,1.6668681447437066,-0.5059427531622332,-0.31350976205117564
259,BTC/USDT,4h,1581566400000,10395.29,10512.55,10333.86,10347.67,28750.56,1.128010858763906,-0.5909407048769189,-0.45809207823929166,10114.293000000001,9916.6572,9612.1063,9081.7549,9.249108097930868,10.266412524296667,1.7187152096427867,0.40350531551711916,-0.2559145413805697
260,BTC/USDT,4h,1581580800000,10347.64,10380.0,10101.0,10165.03,58421.368,0.31272831292932235,-2.383538661955764,-1.7647502232392975,10117.194,9935.1178,9624.4162,9091.750800000002,9.244513753369485,10.975436992305704,1.6153650818971328,2.0336185235804107,0.25101995632976215
261,BTC/USDT,4h,1581595200000,10165.04,10540.0,10121.06,10264.46,67476.633,3.6887213429558585,-0.4326593894367514,0.9780581286448209,10131.1335,9954.867,9637.924700000001,9102.67545,9.226709661126028,11.119536639149484,1.3131350548323388,2.3018590549206386,-0.3126000966369752
262,BTC/USDT,4h,1581609600000,10264.86,10300.36,10155.0,10263.91,27246.332,0.34584007965037245,-1.0702532718420033,-0.009254875370934279,10152.961,9971.6852,9649.3185,9113.74595,9.236481690782336,10.21267418552667,1.44420571177689,0.23406901892130302,0.0448117730414449
263,BTC/USDT,4h,1581624000000,10263.0,10275.0,10200.0,10239.63,11942.533,0.11692487576731025,-0.6138555977784232,-0.2277111955568678,10171.2975,9986.4724,9661.2341,9124.435650000001,9.236300473645715,9.387861508500826,1.421332206889052,-1.631075096757658,0.05465854684834626
264,BTC/USDT,4h,1581638400000,10240.02,10299.0,10192.55,10266.95,18047.068,0.5759754375479709,-0.46357331333338747,0.2629877676020298,10192.587499999998,9998.185,9673.0043,9135.0009,9.234058851716592,9.800738512893469,1.368675359123247,-0.6820113935155083,0.21136036376660505
265,BTC/USDT,4h,1581652800000,10266.98,10298.0,10123.37,10135.93,20337.859,0.30213363618123434,-1.3987560119918307,-1.2764220832221285,10206.106,10008.3036,9684.0714,9145.57775,9.236688199308366,9.920239403491964,1.3931571257580573,-0.4109012816734077,0.5418886987091837
266,BTC/USDT,4h,1581667200000,10135.93,10310.0,10125.01,10279.9,29725.716,1.71735598016165,-0.10773555065988205,1.420392603342746,10232.639,10021.0202,9696.6718,9156.516749999999,9.22384181589978,10.299767808737345,1.1727749425868346,0.447802696343077,0.025776978316116583
267,BTC/USDT,4h,1581681600000,10280.15,10370.09,10233.0,10260.79,26966.085,0.8748899578313596,-0.45865089517176383,-0.1883241003292624,10258.198,10033.416,9705.2899,9167.33295,9.23797013034239,10.202335244306534,1.3859732838670338,0.21486087295275158,-0.06007562210383621
268,BTC/USDT,4h,1581696000000,10260.79,10388.99,10255.0,10352.09,22794.93,1.2494164679327735,-0.05642840366093527,0.889795035275065,10285.189,10046.2898,9715.215400000001,9178.50475,9.236085113811246,10.034293421793956,1.3411267022279476,-0.16431373109100617,-0.25592744106050225
269,BTC/USDT,4h,1581710400000,10352.09,10390.0,10293.0,10356.82,13104.088,0.366206244342937,-0.5708026108737441,0.045691256548185955,10292.810500000001,10057.4236,9725.0585,9189.51675,9.244943710675068,9.480679521577017,1.4691089282067105,-1.4160232856706023,-0.9134893278254924
270,BTC/USDT,4h,1581724800000,10356.27,10389.75,10233.2,10289.57,19771.336,0.32328241731820473,-1.1883622192159882,-0.6440542782295222,10292.916,10068.1098,9734.819500000001,9200.3046,9.245347412373974,9.891988491018507,1.4564176828215416,-0.47158630378479843,-0.9475818533113994
271,BTC/USDT,4h,1581739200000,10290.85,10294.9,10203.98,10236.13,16485.223,0.03935534965526788,-0.8441479566799748,-0.5317345020090736,10293.269499999999,10077.27,9744.251,9210.55175,9.239010429886893,9.710219682863533,1.33462188871266,-0.8825909601973579,-0.789181034803646
272,BTC/USDT,4h,1581753600000,10236.14,10288.14,10230.0,10247.03,12092.252,0.5080039936929293,-0.05998354848604226,0.10638775944840084,10291.653,10086.4478,9752.7217,9221.24575,9.23367987440381,9.400320195907137,1.232222324404465,-1.5627345085329298,-0.5721906750957323
273,BTC/USDT,4h,1581768000000,10247.02,10271.0,9752.3,9982.18,39694.31,0.23401925633013132,-4.827940220669047,-2.5845562905117747,10272.1525,10089.9988,9759.4335,9230.785,9.234742210588582,10.588963131466254,1.2413231600700887,1.1156450107009697,-0.03016301691462775
274,BTC/USDT,4h,1581782400000,9983.03,10100.0,9821.11,9905.12,55251.78,1.1716883551386559,-1.621952453313269,-0.7804243801731503,10249.2585,10091.7188,9765.6103,9239.910600000001,9.208641930440594,10.919655836055608,0.7850441038900491,1.827699505520323,0.07667190909739496
275,BTC/USDT,4h,1581796800000,9904.9,9947.09,9884.0,9914.99,8851.226,0.42595079203222586,-0.21100667346464208,0.10186877202194022,10228.5615,10093.8206,9770.7803,9249.05625,9.200784863170531,9.088311259480879,0.6377375042960415,-2.2592218290319552,-0.10596957950549657
276,BTC/USDT,4h,1581811200000,9914.31,10060.45,9865.0,10010.91,18105.584,1.4740309713938915,-0.49736189407028064,0.9743491982800556,10212.733,10098.3648,9777.3874,9258.55175,9.201734447004306,9.803975677962313,0.6448881399759657,-0.6860841299195592,-0.6424037467309157
277,BTC/USDT,4h,1581825600000,10010.91,10042.06,9942.0,9969.22,13486.982,0.31116052386845894,-0.6883490112287505,-0.41644565778735654,10194.194500000001,10101.318800000001,9783.154499999999,9267.83285,9.211430777268195,9.509480202897446,0.813946196381189,-1.3379722584965523,-0.11215116370038303
278,BTC/USDT,4h,1581840000000,9969.28,10030.02,9910.0,9934.08,15042.246,0.6092716826089806,-0.5946266932015165,-0.35308467612505945,10171.1205,10105.474,9787.3415,9275.154050000001,9.207263643698186,9.618617921460837,0.7283025388718681,-1.0992947355798426,-0.2780407526713907
279,BTC/USDT,4h,1581854400000,9933.24,9987.0,9832.99,9870.79,26462.554,0.5412131389153974,-1.0092376706895223,-0.6286971823896259,10147.2765,10107.2898,9790.7927,9281.93035,9.203641987808089,10.183485956064562,0.6502393938270384,0.1571733946398962,-0.2694765782429054
280,BTC/USDT,4h,1581868800000,9871.2,9921.62,9626.64,9755.57,46017.722,0.5107788313477579,-2.477510333090216,-1.171387470621621,10126.8035,10105.889,9793.7967,9288.056999999999,9.197376705584324,10.736781862146884,0.5164868719562472,1.3941709485524358,-0.3046154357309566
281,BTC/USDT,4h,1581883200000,9755.57,10004.38,9737.62,9921.86,22432.868,2.550440415065447,-0.18399744966207665,1.7045646743347742,10109.6735,10107.5566,9799.208200000001,9294.2363,9.185593682923706,10.018282483807521,0.2631068211803977,-0.2330792748465945,-0.7200659573852047
282,BTC/USDT,4h,1581897600000,9921.87,9971.0,9777.0,9821.0,22597.979,0.49516875347086486,-1.4601078224165454,-1.0166430320090902,10087.528,10106.569,9804.0326,9299.458200000001,9.202496690578021,10.025615756482983,0.6046729620856814,-0.20964270992556228,-0.37196109275455247
283,BTC/USDT,4h,1581912000000,9821.0,9841.0,9720.23,9762.62,24458.666,0.2036452499745378,-1.0260665919967438,-0.5944404846756846,10063.6775,10103.6928,9808.1863,9304.1463,9.192278229157774,10.104739869732652,0.37328788463246204,-0.03852914562474559,-0.1164736097406388
284,BTC/USDT,4h,1581926400000,9762.62,9844.75,9585.0,9634.54,39047.906,0.8412700688954278,-1.8193886477195775,-1.311942900573826,10032.057,10095.2078,9811.3631,9308.666949999999,9.186316086005816,10.572544530270498,0.22701476290721223,1.0158638222423135,0.248744515567495
285,BTC/USDT,4h,1581940800000,9634.59,9685.0,9461.89,9638.71,54052.685,0.5232189434111856,-1.7924997327338321,0.04276258771778174,10007.196,10085.247800000001,9814.1051,9313.70255,9.173115026751566,10.897714498059248,-0.09002709272505931,1.7244027481257138,0.4108087488863432
286,BTC/USDT,4h,1581955200000,9638.71,9730.0,9590.0,9674.93,28798.976,0.9471184421981915,-0.505358082149987,0.37577642651351884,9976.9475,10076.1364,9816.4388,9318.386900000001,9.173542561222854,10.268095109936368,-0.10218795702518499,0.2993732881243975,0.099417424622944
287,BTC/USDT,4h,1581969600000,9674.64,9738.15,9614.79,9716.0,16381.967,0.6564585348912244,-0.618627669866767,0.4275094473799701,9949.708,10068.3164,9819.252999999999,9323.126049999999,9.177263307903374,9.703936435667464,-0.03391859123408951,-0.9644895503938006,0.31727255425227363
288,BTC/USDT,4h,1581984000000,9716.0,9765.56,9635.74,9730.47,14970.037,0.5100864553314155,-0.8260601070399387,0.1489296006587093,9918.626999999999,10061.089399999999,9822.9089,9327.945899999999,9.181529290122063,9.613805949020506,0.05128886328857545,-1.150358090428343,0.8264949069022087
289,BTC/USDT,4h,1581998400000,9730.55,9821.0,9729.44,9797.79,15740.452,0.929546634054601,-0.011407371628513463,0.6910195209931747,9890.6755,10053.6976,9827.479,9332.808350000001,9.183025699790111,9.663989238204568,0.07300656710876609,-1.0227303205533538,0.9541826585731439
290,BTC/USDT,4h,1582012800000,9797.78,9802.59,9645.23,9712.56,23649.32,0.04909275366460353,-1.5569853579076143,-0.869788870540078,9861.825,10045.8086,9830.86,9338.138949999999,9.189911108384484,10.071089640864008,0.23183179023057207,-0.09734845178724079,1.1332742961469688
291,BTC/USDT,4h,1582027200000,9711.84,9876.4,9598.0,9837.99,33558.67,1.6944265968137806,-1.1721774658561057,1.2989299658972886,9841.918000000001,10042.855,9835.3125,9343.885699999999,9.181101038698994,10.421050529283319,-0.00645082320101662,0.692664664358899,0.5820849065342026
292,BTC/USDT,4h,1582041600000,9837.96,10060.0,9830.0,10053.0,36929.486,2.256971973864519,-0.08091108319203677,2.1858190112584497,9832.2165,10047.3678,9843.0988,9350.49895,9.194003651479973,10.516765589526083,0.31471927837312974,0.9073275497582626,0.3952280556264842
293,BTC/USDT,4h,1582056000000,10053.5,10270.0,10037.76,10174.32,41271.404,2.153478887949478,-0.15656239120703797,1.2017705276769153,9841.8235,10053.3962,9851.0501,9357.7914,9.215676111565703,10.62792514203712,0.8706644104800236,1.1720301336137637,-0.1235145681658556
294,BTC/USDT,4h,1582070400000,10174.53,10198.88,10090.0,10158.92,17275.134,0.23932309403971175,-0.8308000467834975,-0.1534223202447782,9854.5135,10059.7516,9858.2106,9365.037999999999,9.227642817597737,9.757023405479881,1.1747030717388658,-0.7977123739999546,-0.020835205145203206
295,BTC/USDT,4h,1582084800000,10159.77,10175.0,10037.26,10067.74,17499.6,0.149904968321124,-1.2058343840461005,-0.9058275925537762,9862.151,10063.7952,9864.3095,9371.7513,9.226191083080959,9.76993330250752,1.124320845732227,-0.7562974651831942,-1.166118527545232
