,symbol,period,open_time,open,high,low,close,volume,feat_ret_high,feat_ret_low,feat_ret_close,ma20,ma20_slope,feat_z_score_ma20_slope,ma50,ma50_slope,feat_z_score_ma50_slope,ma100,ma100_slope,feat_z_score_ma100_slope,ma200,ma200_slope,feat_z_score_ma200_slope,log_open,log1p_volume,feat_z_score_log_open,feat_z_score_log1p_volume,label_close_fast,label_close_slow
801,BTC/USDT,4h,1594080000000,9339.59,9380.0,9256.1,9292.92,28858.269,0.4326742394473504,-0.8939364575961006,-0.49970073632782386,9134.930499999999,0.0011483977339130647,1.2211269051607925,9138.8886,0.00040121624173972137,1.552834068745171,9224.393,-2.936692360133719e-05,1.180272332428882,9382.77835,-0.00015083341522637017,-0.4802345212378597,9.142017633043103,10.270151851319058,0.4304518585043242,0.0967894108431085,-0.45047042344563304,-0.20039674562322277
802,BTC/USDT,4h,1594094400000,9292.62,9301.87,9237.05,9260.99,18676.671,0.09954135647427531,-0.598001424786565,-0.34037763300340806,9145.104,0.0011136921074550443,1.1756197552206153,9141.8284,0.0003216802533296814,1.3701778532293192,9224.4429,5.409570038805711e-06,1.3156090444912356,9380.76535,-0.00021454199650794425,-0.8355259026600078,9.136975815728059,9.835030483909755,0.1712674471604199,-0.6977438574790006,-0.0050979722674113215,0.22432099999084304
803,BTC/USDT,4h,1594108800000,9260.99,9274.27,9220.0,9271.11,22191.597,0.14339719619609337,-0.44260926747572427,0.10927557420967737,9154.4655,0.0010236624974413466,1.0896860588967472,9145.3906,0.00038965946899649495,1.4842846439929516,9224.334,-1.1805590991231796e-05,1.246366543817007,9378.800799999999,-0.0002094232108684757,-0.7933358921474297,9.133566233372688,10.007468982692535,-0.0012569091387424785,-0.369119485974782,0.20698052322309882,0.06462041939560006
804,BTC/USDT,4h,1594123200000,9271.12,9295.55,9233.0,9274.99,23953.733,0.2635064587665603,-0.411169308562509,0.04174252948940804,9164.494499999999,0.0010955309187630213,1.1429585503314454,9148.9904,0.00039361905439005973,1.4660168900189747,9223.5435,-8.569724383367117e-05,0.9440623597585496,9376.9517,-0.00019715740204218068,-0.7093254298222723,9.134659471110746,10.083879457081467,0.06996741759742926,-0.2213065835660572,0.01530533302719328,-0.3341447873902157
805,BTC/USDT,4h,1594137600000,9274.99,9286.49,9230.0,9239.78,15486.381,0.12398935201007877,-0.4850679084290044,-0.37962305080651015,9173.55,0.00098810687267048,1.0405858446272724,9151.934,0.0003217404184836514,1.299218600470111,9222.274300000001,-0.00013760438165644207,0.7354435677479698,9375.0586,-0.0002018886372209261,-0.7250373243316967,9.13507680930794,9.647716271511129,0.10305261699108438,-1.0190649040592592,0.6309400094436547,0.09038562183823337
806,BTC/USDT,4h,1594152000000,9239.79,9269.14,9201.23,9258.51,18667.324,0.3176479119114006,-0.41732550198653184,0.20260200718846821,9183.151000000002,0.0010465959197913932,1.0814836380970083,9154.668599999999,0.0002988002317323435,1.2328975980998647,9221.2194,-0.00011438610105107827,0.825254285763682,9372.2106,-0.00030378476780934527,-1.303447492404344,9.131274437104734,9.834529894714883,-0.09045559081284278,-0.6612344617299607,1.1829746012274487,0.30313683599626134
807,BTC/USDT,4h,1594166400000,9258.51,9320.0,9233.47,9310.0,23099.193,0.6641457426735053,-0.27045388512839663,0.5561370026062384,9192.0845,0.0009728142333713663,1.0104166111009834,9157.724,0.0003337532065335047,1.2822889494148673,9220.7692,-4.882217638146891e-05,1.0950989049680058,9369.6753,-0.00027051248720333376,-1.0956061625040854,9.133298407565855,10.047552960834706,0.0282202237500205,-0.2602773658623475,0.8719500722772333,-0.3214372900019763
808,BTC/USDT,4h,1594180800000,9310.0,9320.0,9252.0,9282.85,18259.458,0.10741138560688146,-0.6229860365198681,-0.2916219119226571,9199.368,0.000792366519259069,0.8462193189735276,9159.5914,0.0002039152959838475,1.0097550637190427,9219.8977,-9.45148914475169e-05,0.9089877591241802,9367.1479,-0.00026974253846345775,-1.0794206445010899,9.138844370271112,9.812438471342602,0.3424498786755117,-0.700381531171132,1.398535103859793,0.23933263965717205
809,BTC/USDT,4h,1594195200000,9282.86,9309.96,9264.53,9308.0,17840.952,0.29193589044753665,-0.1974606963802139,0.2708217079649966,9208.368,0.0009783280764503743,1.0031815377345683,9162.4954,0.00031704471009486035,1.215601766818222,9219.4995,-4.31891993768474e-05,1.1156646599828652,9364.7085,-0.0002604207840040118,-1.0143545237150933,9.135924967954741,9.789251767938934,0.1945207090906568,-0.7368934096886095,1.0046927382775312,-0.14228060918718255
810,BTC/USDT,4h,1594209600000,9308.0,9470.0,9283.0,9410.92,71371.729,1.7404383326171002,-0.26858616244090916,1.1057155135367536,9225.787999999999,0.0018917575839711986,1.7777332693377619,9167.8276,0.0005819593644762477,1.7038492683174657,9220.6736,0.00012734964625793488,1.8085582858732436,9362.888,-0.0001944000712889027,-0.6306849248172812,9.138629524422182,11.17565711753688,0.3535388378750743,1.8121992296439873,-0.0016675032590010574,-1.2953811075392838
811,BTC/USDT,4h,1594224000000,9410.91,9445.0,9381.64,9431.52,19587.212,0.36223914584243566,-0.3110219946849013,0.21900113804085297,9245.598000000002,0.0021472420567221207,1.9582573135729904,9173.4452,0.0006127514876042017,1.7278843206329324,9221.1875,5.5733455308404345e-05,1.5047692908406254,9361.559350000001,-0.0001419060016524254,-0.3218910535771727,9.149624933536042,9.882632183301556,0.9777579874087272,-0.5706186940070633,-0.2650304067052186,-1.9468287625077354
812,BTC/USDT,4h,1594238400000,9431.53,9466.0,9413.8,9436.08,20084.457,0.36547622708085203,-0.18798646667085306,0.04824243786532012,9265.953,0.0022015882585417756,1.959006078782444,9178.7786,0.0005813955262958803,1.6342761471572855,9221.381000000001,2.0984282122160636e-05,1.3559167418985458,9360.2043,-0.0001447461848331777,-0.33834488048904476,9.151813610610917,9.907701511327106,1.1054943674516142,-0.5126250148712487,-1.624202441298064,-1.97648871925309
813,BTC/USDT,4h,1594252800000,9436.08,9440.81,9360.0,9386.6,21370.122,0.050126747547696304,-0.8062670091817825,-0.5243702893574453,9283.7175,0.001917180024548104,1.6830607308812215,9183.8454,0.0005520124431370732,1.550202360713741,9220.6582,-7.838305347118713e-05,0.9407462163824372,9358.5348,-0.0001783614915328302,-0.5309451830266942,9.152295918660341,9.96974905723466,1.1283473698189401,-0.3880532055991896,-1.2273804528392982,-1.6219682180535784
814,BTC/USDT,4h,1594267200000,9386.17,9419.07,9378.6,9404.08,14420.096,0.350515705554022,-0.08065057419586186,0.1908126530842713,9300.3285,0.0017892616831565178,1.5510086277420934,9189.149599999999,0.0005775576317954556,1.5685574583006956,9219.800799999999,-9.298685423575481e-05,0.8803692387673495,9357.46875,-0.00011391206238819951,-0.15481360988752982,9.146992608272166,9.576378068237029,0.8238093274688375,-1.104166707376616,-1.566429771634967,-1.7663642850509558
815,BTC/USDT,4h,1594281600000,9404.08,9406.34,9352.01,9403.25,18041.341,0.02403212222779061,-0.5536958426555216,-0.008825956393399004,9316.126,0.0016985959151873953,1.4537144199264846,9194.4394,0.0005756571859489856,1.535743148205271,9218.194,-0.0001742770841642871,0.553493602393799,9356.312,-0.00012361783201253473,-0.2035799940722442,9.148898916642066,9.80042112566545,0.9358151489616157,-0.6849349367238861,-1.9073433138932938,-1.6632888477526329
816,BTC/USDT,4h,1594296000000,9403.26,9435.0,9164.33,9211.0,89920.186,0.33754251185227346,-2.540927295427331,-2.044610060766161,9316.6905,6.059385628742753e-05,0.10666170713771302,9195.9304,0.00016216323096318597,0.7464973545424325,9213.434099999999,-0.0005163592781840531,-0.8283688557282165,9354.31945,-0.00021296318463925878,-0.7082483624225541,9.148811716644563,11.406677733630717,0.9328777228617035,2.248774131489836,-0.31336441208838234,0.3312741628455068
817,BTC/USDT,4h,1594310400000,9210.99,9244.21,9190.32,9220.97,30906.554,0.3606561292542887,-0.2244058456257192,0.10834883112456062,9316.677,-1.4490123935173571e-06,0.06502691765653121,9197.1954,0.0001375608497429237,0.6887918542655931,9209.0325,-0.0004777371772810568,-0.6604053830625607,9351.9725,-0.0002508947885033752,-0.9140754164411499,9.128152615329194,10.338723543954927,-0.22021365404632878,0.2880054878997825,-0.43977825098790835,0.1862079699067324
818,BTC/USDT,4h,1594324800000,9220.96,9255.25,9210.39,9236.28,13697.557,0.37187017403828015,-0.11463014696950768,0.16614322153010175,9313.341499999999,-0.0003580139141886596,-0.22063244998176693,9196.646,-5.973560157257474e-05,0.3080168525052,9204.714,-0.00046894176994161096,-0.6508118775496694,9349.90885,-0.00022066467795966993,-0.7288241077817805,9.129234432605429,9.524972774747223,-0.1499474207178632,-1.1890764262618412,-0.15443999869714353,-0.14011495998634899
819,BTC/USDT,4h,1594339200000,9236.29,9239.0,9194.06,9225.03,12057.528,0.029340785098774802,-0.45721821207433955,-0.12191042074253255,9310.223999999998,-0.0003347348532211081,-0.1906022528047093,9196.3748,-2.9489011537542353e-05,0.35610994838590926,9200.569300000001,-0.0004502801499317588,-0.5899042486461138,9347.759049999999,-0.0002299273751744657,-0.7712532099087083,9.130895568855424,9.397444474146527,-0.04866490693901527,-1.4025902967397255,-0.11133727192899281,0.010954638356263192
820,BTC/USDT,4h,1594353600000,9225.04,9229.0,9121.42,9153.71,40404.969,0.0429266431364983,-1.1232471620719386,-0.7732215795270503,9300.929500000002,-0.0009983111040073878,-0.7378186243357574,9194.7832,-0.00017306819639406612,0.07509674107550948,9195.1475,-0.0005892896214587662,-1.1932622431570852,9345.2076,-0.0002729477713697692,-1.0039839114276574,9.129676804942688,10.606708051435476,-0.11049903428158898,0.7905685722452694,1.137542109081763,1.229180512171447
821,BTC/USDT,4h,1594368000000,9153.85,9204.0,9152.0,9162.25,21649.156,0.5478569126651678,-0.020210075541993167,0.0917646673257666,9294.396,-0.0007024566738196292,-0.48987371005625824,9193.2882,-0.00016259219684477966,0.08023106586756208,9190.2995,-0.0005272346093414537,-0.961743764694573,9342.616750000001,-0.00027723835690918186,-1.0140005104461847,9.121929834800108,9.982721748837028,-0.543264949231372,-0.33209383228336986,1.085661341705587,1.0586516158431039
822,BTC/USDT,4h,1594382400000,9162.24,9249.55,9160.0,9245.55,29392.017,0.9529329072366588,-0.024448169879853765,0.9092754610226184,9293.624,-8.306080352082912e-05,0.02645466449427388,9194.0118,7.870959598532679e-05,0.5350398360728568,9186.4384,-0.000420127766238787,-0.4884009265058961,9340.56955,-0.00021912490416575725,-0.6723782416184038,9.122845969257497,10.288478385843417,-0.48524058134611997,0.22402001546867384,0.23176943666324692,0.14259920435743412
823,BTC/USDT,4h,1594396800000,9245.43,9253.79,9207.0,9234.43,14321.49,0.09042305225392955,-0.41566482034908203,-0.11897770033411081,9291.789999999999,-0.00019733959540446655,-0.07461481803796023,9194.73,7.811606245700098e-05,0.5218612311028265,9182.2118,-0.00046009125800050565,-0.6513054713850873,9338.871850000001,-0.00018175551190013906,-0.4538973179780494,9.1318846543675,9.569516485381111,0.034290891978962394,-1.067626035722681,-0.05494080537332491,0.4700572085000463
824,BTC/USDT,4h,1594411200000,9234.43,9317.24,9209.0,9288.39,23024.714,0.8967526961599193,-0.27538245457489063,0.5843349291726696,9292.460000000001,7.210666620771633e-05,0.1476388283677178,9199.5056,0.0005193844734974196,1.3768553188765942,9179.9057,-0.0002511486393724782,0.2613893564297098,9337.83525,-0.0001109984178657708,-0.04836220314629106,9.130694169017595,10.044323439765147,-0.02682488163549148,-0.19989399885864365,-0.5882668907952792,-0.21311053945388292
825,BTC/USDT,4h,1594425600000,9288.39,9301.74,9258.0,9266.51,12093.471,0.14372781504652377,-0.32718264413961196,-0.23556289087773852,9293.7965,0.0001438262849664529,0.20050294723899625,9203.705399999999,0.00045652453323130615,1.2358589694344526,9179.198199999999,-7.707050846939012e-05,1.012798500080411,9335.30905,-0.00027053379422181667,-0.9496530022759497,9.136520512160269,9.400420999178639,0.3127338431451473,-1.3487196182260845,-0.5387839576078437,-0.2598175229708835
826,BTC/USDT,4h,1594440000000,9266.32,9280.0,9254.0,9269.98,9216.396,0.14763142218270353,-0.13295461412944354,0.03949788049624203,9294.369999999999,6.170782844217015e-05,0.1258570294387708,9207.3506,0.0003960578746904364,1.097899317074528,9179.3433,1.580748087581796e-05,1.398812761242185,9332.939349999999,-0.00025384269415285043,-0.855912545593366,9.134141600238902,9.128739350762542,0.17768426392797984,-1.8016418150784657,-0.49233112993180983,-0.27588167281461096
827,BTC/USDT,4h,1594454400000,9269.97,9271.7,9178.91,9199.39,25202.818,0.018662412068226608,-0.9823117011166116,-0.7613832622974992,9288.839499999998,-0.0005950376410666092,-0.43275154529841,9209.465,0.00022964260750546472,0.7632546963850388,9178.3193,-0.00011155482113855975,0.8406597721272462,9330.3191,-0.00028075292271112495,-1.0054087545673456,9.13453542230871,10.134711092644347,0.20227271841413585,-0.007840432990015026,0.5640841216540191,0.3980036202813144
828,BTC/USDT,4h,1594468800000,9199.38,9233.54,9195.0,9223.92,10055.545,0.37132937219683804,-0.047611904280497885,0.2667571075442243,9285.893,-0.00031720862439255093,-0.20374385889580326,9211.865600000001,0.0002606666076694353,0.8198783982381396,9177.574499999999,-8.114775436074417e-05,0.9617041073132134,9327.8137,-0.00026852243456498837,-0.9307714022957684,9.126891369461887,9.215879502627491,-0.23234341583090773,-1.641483889389451,0.25685203537228835,-0.053220317695824
829,BTC/USDT,4h,1594483200000,9223.92,9250.0,9203.79,9205.32,10560.263,0.2827431287348636,-0.21823693180339498,-0.20164962402102748,9280.759,-0.0005528816668466385,-0.40542655783381387,9214.0324,0.00023521836879591973,0.7626986432700215,9178.6312,0.00011513935408546949,1.7678940931593332,9325.127,-0.00028803105276431484,-1.0411690568939915,9.129555388884398,9.264853462253152,-0.0751338768728318,-1.527256470090697,0.47518948260847205,0.4284966826760759
830,BTC/USDT,4h,1594497600000,9205.32,9254.27,9202.35,9233.5,7848.028,0.5317577227081705,-0.03226395171487262,0.3061273263721409,9271.888,-0.00095584854643882,-0.7525176278815551,9216.7374,0.0002935739622533795,0.8659924083376225,9179.271799999999,6.979254161554316e-05,1.5463731179678828,9322.762050000001,-0.00025361048702066125,-0.8478386981119177,9.127536856778306,8.968017569026806,-0.18621081379190932,-2.0050915576564208,-0.01483263107681762,0.060578371294483624
831,BTC/USDT,4h,1594512000000,9233.5,9295.0,9231.03,9270.72,15274.959,0.6660529593328635,-0.026750419667509462,0.40309741701411994,9263.848,-0.0008671373079571776,-0.6785483507160618,9220.4848,0.00040658639140578323,1.0727812695416883,9179.4469,1.90755872380155e-05,1.3116806586090715,9320.6485,-0.00022670856433604225,-0.6923511412680248,9.130593453885927,9.633970099911808,-0.008541591957985865,-0.8363765662538334,-0.45175980238965496,-0.12570471171606146
832,BTC/USDT,4h,1594526400000,9270.24,9283.0,9242.0,9256.21,8971.571,0.13764476432109873,-0.30463073232191995,-0.15134451750979938,9254.8545,-0.0009708168786880522,-0.7602117995728378,9224.4586,0.0004309751695485975,1.1067438818583735,9179.654499999999,2.2615741695597436e-05,1.3068322330858182,9318.0352,-0.00028037748660936224,-0.9882733512467862,9.1345645481924,9.101816079071137,0.2214550254897165,-1.7283838188759486,0.18174513546212717,-0.03974851952223257
833,BTC/USDT,4h,1594540800000,9256.21,9274.65,9243.01,9246.53,10805.374,0.19921760634211694,-0.14260696332515366,-0.10457843977177417,9247.850999999999,-0.0007567379908566263,-0.5699771568965806,9227.711599999999,0.00035264942269885857,0.9424988137698582,9179.3198,-3.646106724375375e-05,1.050162933736068,9315.8752,-0.00023180852547111108,-0.7101931468762339,9.133049956602315,9.287798881946761,0.13897888369504738,-1.388377658182725,0.1530898411097386,-0.030181776658370865
834,BTC/USDT,4h,1594555200000,9246.53,9349.0,9180.17,9214.35,47575.076,1.1081995083561003,-0.7176746303748649,-0.3480224473397131,9238.3645,-0.0010258058872271159,-0.7938068801111237,9230.510400000001,0.0003033038006954314,0.8361337378269129,9178.995799999999,-3.5296732988965296e-05,1.038641392539328,9313.54465,-0.00025016973177149904,-0.8100921008335009,9.13200362499055,10.770064289640741,0.08446764323313012,1.1306154402926638,0.5701390425396375,0.3011059995743795
835,BTC/USDT,4h,1594569600000,9214.35,9238.39,9155.0,9220.34,19521.644,0.26089740459174227,-0.6441040333827197,0.06500729839868935,9229.219000000001,-0.0009899479502025743,-0.7577243856505725,9233.7438,0.0003502948222666724,0.9175981214742113,9178.7793,-2.358645811761928e-05,1.069946829336041,9311.0496,-0.0002678947805333509,-0.8993365111436183,9.1285173304484,9.879279077732143,-0.11089785808288857,-0.3926824460763809,0.8523785003852866,0.21699566246392346
836,BTC/USDT,4h,1594584000000,9220.34,9332.0,9214.75,9300.69,25693.258,1.2110182487847565,-0.06062683154851589,0.8714429185908479,9233.7035,0.00048590243659818455,0.4867098712670109,9238.4278,0.0005072698681545251,1.2056570901999641,9180.3474,0.00017083971067921588,1.8276903868155259,9308.96375,-0.0002240187830165885,-0.646526522660424,9.129167192226472,10.153983901837213,-0.06663650467972308,0.07000917458887691,-0.14546576002084993,-0.7759579678652007
837,BTC/USDT,4h,1594598400000,9300.7,9320.0,9264.0,9272.87,13588.195,0.2075112625931297,-0.39459395529369834,-0.29922478953197107,9236.2985,0.00028103566461723517,0.3085787955982065,9241.2586,0.00030641577347179094,0.8095394377338225,9181.1961,9.244748188930174e-05,1.4819382035658604,9306.6843,-0.0002448661377588701,-0.7613078323213821,9.137844945125996,9.516956680075353,0.44399843031396913,-1.010895433274144,-0.1948419581055484,-0.6081817535102343
838,BTC/USDT,4h,1594612800000,9272.88,9291.91,9237.32,9269.95,15533.714,0.2052221100672158,-0.38348387987334753,-0.03159751878595296,9237.982,0.00018226998618531276,0.22063345010288093,9243.914,0.00028734181294320926,0.7626102115193968,9182.4071,0.0001319000255317615,1.6098668593128744,9304.17575,-0.00026954282740632163,-0.8951148291301618,9.134849289920634,9.650768037583118,0.2730296745767792,-0.7776440762449611,-0.14010693699319637,-0.5351395945706333
839,BTC/USDT,4h,1594627200000,9269.96,9319.83,9265.0,9308.92,20324.9,0.5379742738911508,-0.0535061639963863,0.42028228816521906,9242.1765,0.0004540493800484491,0.4469999424473176,9247.5324,0.0003914359220562602,0.9527211978429743,9183.8663,0.0001589125796872537,1.6838799336187298,9301.95615,-0.0002385595521452455,-0.7160988780177675,9.134534343555984,9.919602014354707,0.2558332508014371,-0.3153310123334975,-0.8091380478784647,-0.9818318359888106
840,BTC/USDT,4h,1594641600000,9308.93,9345.0,9276.6,9290.28,32339.57,0.38747740073241665,-0.34730092502575083,-0.2003452598741129,9249.005,0.0007388411160509367,0.6831810801806598,9252.0876,0.0004925854598791801,1.1316027902768495,9185.169199999998,0.0001418683545075794,1.5865374967195984,9299.662550000001,-0.0002465717923212374,-0.7571804926006362,9.138729433483533,10.38404683681512,0.5064569118056718,0.4760001201703775,-0.9699071787555265,-1.2167611096035373
841,BTC/USDT,4h,1594656000000,9290.29,9320.0,9200.0,9233.45,36033.623,0.3197962603965987,-0.9718749360891898,-0.6118215900687729,9252.564999999999,0.0003849062682959037,0.3894799549887779,9256.0502,0.0004282925293528361,0.9999741409470764,9185.8937,7.887715340104684e-05,1.3192923583291882,9297.181649999999,-0.00026677312070877424,-0.8618022273499624,9.136725047682344,10.492207753779793,0.3968613431039992,0.6550902106360046,-0.06038366919101157,-0.8427262758944918
842,BTC/USDT,4h,1594670400000,9233.39,9273.98,9213.57,9241.2,18297.657,0.4396001901793456,-0.21465572232950425,0.08458431843560987,9252.3475,-2.3506995087130278e-05,0.05078577063532238,9260.294600000001,0.00045855412495510173,1.0494890982143878,9186.561099999999,7.265487951357841e-05,1.2815347407198783,9294.599750000001,-0.0002777078148190615,-0.9138644063561586,9.130581540672603,9.81452829784573,0.04560966992648785,-0.48867909927406683,-0.2609961797227299,-0.7754205504617635
843,BTC/USDT,4h,1594684800000,9241.18,9245.47,9211.01,9218.63,11378.324,0.04642264299579146,-0.3264734590171403,-0.24401645677284423,9251.557499999999,-8.538373639777053e-05,0.0052224332869342345,9264.041,0.0004045659627285314,0.9446248286778857,9187.178,6.715244075405913e-05,1.250621369142616,9291.4177,-0.0003423547097873847,-1.253255586176491,9.131424862109766,9.339465420911488,0.1094015147606521,-1.2802584676178659,0.29132292658132247,-0.5441378985592772
844,BTC/USDT,4h,1594699200000,9218.64,9218.98,9152.0,9180.56,27702.807,0.003688179601324393,-0.7228832018605691,-0.4130761153488982,9246.166000000001,-0.0005827667395460479,-0.4073489869604759,9266.215,0.00023467080942340957,0.631853617787271,9187.6836,5.503322130051558e-05,1.2058789913184849,9287.895550000001,-0.00037907562803884964,-1.4329602716736283,9.128982800247652,10.229289022781384,-0.020754619106943383,0.25769873757860634,0.7402391381968972,-0.10755092424646112
845,BTC/USDT,4h,1594713600000,9180.56,9239.0,9116.0,9234.51,34481.299,0.6365624754916865,-0.7032250755945157,0.5876547835862,9244.566,-0.00017304469766177277,-0.0415803777286572,9269.1592,0.0003177349111800343,0.7965780101572196,9190.699400000001,0.0003282437806195748,2.2129594079181047,9284.61855,-0.0003528248118597199,-1.267567624112542,9.124843483932628,10.448172398081903,-0.2585744796394647,0.6374528989218186,0.049043362188922024,-0.8035822855511077
846,BTC/USDT,4h,1594728000000,9234.39,9244.44,9185.0,9220.79,22911.768,0.1088323105262079,-0.5348485389939039,-0.14727556449314338,9242.1065,-0.0002660481844145579,-0.10901788962445547,9269.580800000002,4.5484168618159515e-05,0.2898844981261321,9192.827299999999,0.00023152753750133037,1.8227755527704699,9281.7175,-0.00031245763995313425,-1.029620740455508,9.130689837392726,10.039405944010783,0.14159662695944297,-0.07510206991940595,0.18660572210929421,-0.7307361726826779
847,BTC/USDT,4h,1594742400000,9220.78,9279.0,9211.0,9267.52,20917.03,0.6313999466422526,-0.10606477976917716,0.5068985487127975,9245.512999999999,0.00036858480260959503,0.4637026935004203,9270.5064,9.985349067775928e-05,0.4158014920936302,9195.8025,0.00032364363029002696,2.127105351882203,9279.097300000001,-0.00028229689171210826,-0.8500098059673371,9.129214911670854,9.948318938692983,0.07147433327535974,-0.225494051511554,-0.41860936895005485,-1.1546829340572922
848,BTC/USDT,4h,1594756800000,9267.52,9274.84,9235.67,9254.17,12313.05,0.07898553226752814,-0.34367338834985217,-0.14405148302890636,9247.0255,0.00016359286931955097,0.29958988279957166,9269.53,-0.00010532326475709564,0.03537110716236161,9198.126900000001,0.00025276749908464957,1.8408996300352871,9277.743050000001,-0.0001459463088074875,-0.0869686245933409,9.134271093101868,9.418414954533429,0.45905304505587424,-1.1300256907256974,-0.4384215216046494,-1.0279824882351578
849,BTC/USDT,4h,1594771200000,9254.17,9272.56,9230.01,9234.51,7993.075,0.19872122513417967,-0.2610714953366955,-0.21244476814236135,9248.485,0.00015783453825246596,0.30901052920747907,9268.472600000001,-0.0001140726660359137,0.03846211484767479,9199.990800000001,0.00020263908296369593,1.6362773344291819,9277.51065,-2.5049195558457527e-05,0.596671961343625,9.132829539732617,8.986330820792306,0.40412309273775715,-1.8406410047609754,-0.4068391336011134,-0.7783261089076379
850,BTC/USDT,4h,1594785600000,9234.5,9246.56,9216.01,9227.83,10689.175,0.1305972169581393,-0.20022740808922634,-0.07222914072229081,9248.2015,-3.065366922272439e-05,0.15342576717254916,9266.2372,-0.00024118321286303868,-0.21158524988044547,9200.730300000001,8.038051516301437e-05,1.1842938777118681,9277.25965,-2.705467117947169e-05,0.6122418241831626,9.130701749315966,9.276986826111111,0.2830414151905528,-1.3260189296911422,-0.29849457541473806,-0.7954446453668254
851,BTC/USDT,4h,1594800000000,9227.83,9248.0,9190.0,9221.55,23427.352,0.21857793218991173,-0.4099555366754659,-0.06805500318060043,9245.742999999999,-0.00026583547082104086,-0.0495778093842593,9264.809799999999,-0.00015404311040090324,-0.018111977113557408,9201.8492,0.00012160991176957126,1.3314458394633055,9276.5693,-7.4413137720164e-05,0.3682809374411323,9.129979196930629,10.06165950761595,0.266425721859331,0.00010171006665957304,-0.23945685092633923,-0.8700589972821442
852,BTC/USDT,4h,1594814400000,9221.54,9247.0,9196.0,9204.21,18981.667,0.276092713364573,-0.2769602474207211,-0.18792956491000545,9243.143,-0.00028121049871254744,-0.05584968098031223,9263.674200000001,-0.00012257132359028144,0.05386686917052619,9202.7513,9.803464286273211e-05,1.240936973157954,9275.42195,-0.00012368257735095867,0.09765073369978083,9.12929733080255,9.851228897601146,0.2570590453541405,-0.34899286375594296,-0.5830853867478933,-0.7152913243784658
853,BTC/USDT,4h,1594828800000,9204.2,9220.91,9156.0,9183.07,28568.73,0.18154755437733705,-0.523673974924499,-0.22956910975425737,9239.97,-0.0003432815006757517,-0.1133101007042871,9261.9134,-0.00019007576928842251,-0.09378409684746913,9203.652,9.787290459550846e-05,1.2202625012625472,9273.894349999999,-0.00016469331618940153,-0.1338650857755518,9.127415180601917,10.260068042014177,0.11440004734153117,0.3705703190616551,-0.6888997926065239,-0.3531566255328152
854,BTC/USDT,4h,1594843200000,9183.07,9234.0,9178.0,9197.3,14447.709,0.5546075549897722,-0.05521029459646387,0.15495907142164533,9239.1175,-9.226220431446386e-05,0.12121999663085349,9260.3596,-0.00016776231140314124,-0.05241583914834368,9204.675,0.00011115152984908505,1.2476234571709204,9272.8014,-0.00011785232381888999,0.16255066333023288,9.125116850365695,9.578291134257917,-0.09169545644832575,-0.8073142626058057,-0.726738697806361,-0.49511930625482026
855,BTC/USDT,4h,1594857600000,9197.75,9223.0,9180.0,9202.49,9526.352,0.27452366067788336,-0.1929819792884091,0.05153434263813761,9238.225,-9.660013524015465e-05,0.11574083993245049,9259.6138,-8.053682926101313e-05,0.1272381879906711,9205.7739,0.00011938498643360163,1.2562941501706335,9271.67865,-0.00012107991442589228,0.1531802869675625,9.12671416790879,9.161817132179271,0.06564669321972456,-1.518826065669139,-0.8954205044748114,-0.610482722518611
856,BTC/USDT,4h,1594872000000,9202.5,9215.0,9080.0,9124.21,38546.484,0.13583265417005386,-1.3311600108666166,-0.8507470795979466,9229.401,-0.0009551618411546281,-0.6931111133231409,9256.9278,-0.00029007689283966354,-0.31928219689319576,9205.7982,2.6396477106338523e-06,0.8250214220928458,9270.00515,-0.00018049590189350706,-0.20423425292984265,9.127230465253175,10.559620168606253,0.12369851287606903,0.9458399269426153,-0.012247911500850653,0.29143243612595204
857,BTC/USDT,4h,1594886400000,9124.2,9140.98,9044.02,9083.64,45305.323,0.18390653427149406,-0.8787619736524865,-0.44453212336424963,9219.9395,-0.0010251477858638225,-0.7628890904089414,9252.4006,-0.0004890607443215345,-0.7543876159460796,9205.0623,-7.993874990652738e-05,0.5172458388595845,9268.3914,-0.00017408296693344205,-0.15807005420472173,9.118685503374468,10.721179810086657,-0.685979460140545,1.2510151602687984,0.41341122091502375,0.6978193142001718
858,BTC/USDT,4h,1594900800000,9083.65,9130.87,9070.0,9123.0,24672.502,0.5198350883180325,-0.15026999058748158,0.43319590693169374,9212.592,-0.0007969141229180465,-0.5450453525300769,9249.2036,-0.00034553194767639184,-0.456015502410504,9204.3975,-7.222112988858331e-05,0.5338662896369393,9266.84675,-0.00016665783018177116,-0.10405536582836711,9.114231373200923,10.11344462310807,-1.1128237580429063,0.17527126503443988,-0.07614910579695086,0.28123259485983365
859,BTC/USDT,4h,1594915200000,9123.0,9150.0,9111.0,9126.0,17381.203,0.2959552778691199,-0.13153567905294095,0.03288391976323801,9203.446,-0.0009927716325656144,-0.7273391263885899,9245.5636,-0.0003935473968809111,-0.560433328109718,9204.029499999999,-3.9980889569357636e-05,0.6399798356582878,9265.4768,-0.00014783345802071857,0.020034156046962005,9.118553976345474,9.763144613915333,-0.6913648756681421,-0.44032853439759667,0.0680301332920111,0.1093337787627468
